BIN_Ramnitpcap_2012-01:1.3670775376401136,1.1213840470034657,0.008623021330999037,0.0460196671,6.938180027767471E-4,0.9102275839885065,0.0024550700856862512,0.008232336602532427,1.56518858880962E-4,0.21362238117673288,0.005008649330554454,0.6966052028116871,0.0070702826147555665,3.2291883193080095,3.402597265874095,null,0.08936136166408101
BIN_Kuluoz-Asprox_9F842AD20C50AD1AAB41F20B321BF84B:1.3591204688296559,1.0545717954375697,0.00795453889046498,0.032894652,8.025535379709269E-4,0.8131968723966129,0.0041181319520216695,0.04809031034897904,0.0025916356877078725,0.26698071985795735,0.004910667841731399,0.5462161525386567,0.004265394449353041,3.6227390180878554,0.8576741515266795,null,0.0930541374224099
BIN_LoadMoney_MailRu_dl_4e801b46068b31b82dac65885a58ed9e_2013-04:1.3145066220621122,1.0048643771549173,0.007866258892113169,0.0582444567,9.937043638844408E-4,0.8406476089593868,0.005376449904235468,0.026642874952929024,0.003688372268885564,0.268878114321465,0.008734871409666825,0.5717694946379221,0.004756299950773101,3.051948051948052,0.25704165963906234,null,0.09763196487782778
BIN_Nitedrem_508af8c499102ad2ebc1a83fdbcefecb:1.2749317089212167,1.082834797260047,0.008536010878883026,0.1397940009,1.0755940140625E-21,0.839595279759501,0.00844927546579967,0.05620915032679739,0.007409116151907383,0.3334483480653894,0.008032039672153046,0.5061469316941116,0.0028696147205075,3.0,0.0,null,0.08150670294467244
BIN_Ponyloader-Zeus_B10393BE747143F3B4622E9E5277FFCE:1.1677052540254251,0.9732801419331211,0.010800187513920164,0.1590404182,1.5910094652516E-21,0.8893557422969187,8.748597478206986E-4,0.0,0.0,0.3200280112044818,7.542232579306241E-4,0.5693277310924368,0.0010092272202998822,3.0,0.0,null,0.08466919489202236
BIN_PowerLoader_4497A231DA9BD0EEA327DDEC4B31DA12_2013-05:1.080335517655597,0.9411632140827056,0.001861668950279727,0.0119590279,8.822504630278685E-6,0.652422855448931,0.0022795159782223492,0.2735997482693512,0.0031852976786204508,0.28511144311000364,6.222264826134467E-4,0.36731141233892817,0.00228010864333301,2.0220264317180616,0.021541268023831255,null,0.09063037459721117
BIN_Cutwail-Pushdo2_582DE032477E099EB1024D84C73E98C1:1.2824102377959672,0.9216523822163907,0.012495549444949515,0.0471048564,0.001306641398876587,0.8867320332261579,0.001959491701793596,0.0023347819046743773,1.9042557524233836E-4,0.3274321277447289,0.007526952428317692,0.5592999054814304,0.007896069530542813,2.259259259259259,0.34304104674474795,null,0.08459265068644346
BIN_Cutwail_284Fb18Fab33C93Bc69Ce392D08Fd250_2012-10:1.2780234603406642,0.9910193608317314,0.007670576496137804,0.040242075,0.0017346505716583128,0.9014944202529769,0.0016379459515649373,0.002468919402320796,4.6364378840795456E-4,0.3167290554748498,0.007434365852691953,0.5847653647781265,0.005377877156424302,2.3950276243093924,0.24450566222032413,null,0.0
BIN_Darkmegi_2012-04:1.3145066220621122,1.0048643771549173,0.007866258892113173,0.0582444567,9.937043638844408E-4,0.8406476089593866,0.00537644990423547,0.026642874952929024,0.003688372268885562,0.2688781143214651,0.00873487140966683,0.5717694946379221,0.0047562999507731,3.051948051948052,0.2570416596390624,null,0.09763196487782778
BIN_Drowor_worm_0f015bb8e2f93fd7076f8d178df2450d_2013-04:1.314506622062112,1.004864377154918,0.007866258892113169,0.0582444567,9.937043638844408E-4,0.8406476089593868,0.00537644990423547,0.026642874952929028,0.003688372268885565,0.26887811432146513,0.008734871409666828,0.5717694946379218,0.004756299950773099,3.051948051948052,0.25704165963906234,null,0.09763196487782778
